gender,exhaust_volume,motorcycle_style,passenger_on_backseat,helmet,height,weight,age,purchase_price,monthly_mileage,traffic_ticket_count,speeding_habbit,has_license,has_modifications,is_noisy_engine,is_mountain_ride,has_regular_maintenance,commute_with_motorcycle,class
man,150,DRG,seldom,3,159.734,65.064,24.442,82,221,7,4,1,0,0,0,0,1,low_risk
man,125,cygnus,never,2,160.661,65.67,31.043,52,424,4,11,1,0,0,1,0,1,medium_risk
woman,150,Limi,seldom,2,141.706,48.895,30.916,53,410,9,28,1,0,1,0,1,0,low_risk
man,125,GP,usually,1,173.385,71.436,27.556,80,671,10,25,1,0,0,0,1,1,low_risk
woman,125,Limi,sometimes,2,150.638,41.99,30.656,65,934,1,10,1,0,1,1,0,1,medium_risk
man,150,cygnus,sometimes,2,175.996,71.878,23.259,118,162,10,22,1,1,0,0,1,1,low_risk
woman,50,cygnus,sometimes,1,154.815,57.631,37.81,89,679,5,29,1,1,0,0,0,0,low_risk
woman,125,Cuxi,never,2,152.763,55.236,24.709,124,365,2,11,1,0,0,0,0,1,medium_risk
man,125,BWS,never,3,168.956,73.038,21.01,113,638,1,20,1,0,0,0,0,0,low_risk
man,125,POG,seldom,2,170.328,74.269,30.29,124,343,6,8,1,0,0,0,0,1,medium_risk
woman,150,BWS,sometimes,3,165.618,46.398,32.958,70,817,9,12,0,0,1,0,1,0,low_risk
woman,125,FORCE,sometimes,3,163.098,46.554,36.613,119,110,7,15,1,0,0,0,0,0,low_risk
woman,125,BWS,sometimes,1,162.484,36.615,19.844,114,204,9,23,1,0,1,0,1,1,low_risk
man,125,FORCE,sometimes,3,170.467,71.423,37.235,102,524,9,29,0,0,1,0,0,1,low_risk
man,50,Fiddle,usually,2,168.485,65.747,40.637,113,416,0,24,1,0,1,0,1,0,low_risk
woman,125,BWS,sometimes,3,146.608,44.47,24.609,78,931,10,24,1,1,0,0,1,0,low_risk
woman,125,famous,seldom,2,159.643,30.292,23.536,119,94,3,12,1,1,0,0,0,0,low_risk
man,50,JET,seldom,3,163.947,69.587,23.474,125,809,7,11,0,0,1,1,0,1,low_risk
man,50,Fiddle,seldom,2,164.872,66.448,20.453,106,408,5,11,1,0,0,1,1,1,low_risk
man,50,Swish,seldom,2,162.019,75.664,27.04,77,219,8,5,1,0,0,1,0,0,low_risk
man,150,JET,seldom,2,175.585,71.348,52.25,75,630,1,8,1,1,0,1,1,1,low_risk
woman,150,Swish,usually,3,156.151,51.574,23.695,79,689,8,22,0,0,1,0,0,1,low_risk
woman,50,duke,sometimes,3,160.407,54.48,41.915,82,487,0,0,1,1,0,0,0,1,low_risk
man,50,Limi,usually,3,170.726,80.915,18.365,49,418,10,27,1,0,0,1,0,0,low_risk
woman,50,POG,always,3,157.164,37.031,51.572,82,710,2,28,1,1,0,0,0,0,low_risk
woman,125,duke,sometimes,2,166.649,69.134,27.813,50,132,10,19,1,0,0,0,0,1,medium_risk
woman,100,axis Z,usually,2,157.44,32.798,25.162,93,898,8,19,1,0,1,0,1,0,low_risk
man,125,Cuxi,usually,2,185.589,78.537,19.881,46,119,9,7,1,0,0,0,0,1,medium_risk
man,50,DRG,usually,3,178.271,46.08,52.3,81,109,8,19,1,0,0,0,1,1,low_risk
woman,150,Fiddle,seldom,2,160.142,50.966,31.692,125,772,4,12,1,0,0,1,0,1,low_risk
woman,125,FORCE,usually,3,162.101,60.456,41.314,63,485,10,17,1,0,0,0,1,1,low_risk
man,150,Swish,seldom,2,174.736,71.802,41.715,44,992,7,15,1,0,1,0,1,0,low_risk
man,125,duke,seldom,2,174.417,54.155,34.748,104,502,6,7,1,0,0,0,1,0,low_risk
man,125,Swish,sometimes,2,161.871,69.65,27.014,97,957,0,18,0,0,1,0,1,1,medium_risk
woman,150,cygnus,seldom,3,168.175,44.879,36.698,62,451,4,19,0,0,0,0,0,1,low_risk
man,125,Cuxi,seldom,2,172.215,68.87,30.74,64,459,0,29,0,0,0,1,0,0,low_risk
man,150,BWS,never,2,178.949,75.628,31.816,69,847,1,8,1,0,1,0,1,1,low_risk
man,125,FORCE,seldom,2,165.939,69.452,27.052,101,474,5,13,1,0,0,0,0,1,medium_risk
woman,100,cygnus,never,2,145.47,48.017,60.21,98,841,9,18,1,1,0,1,0,1,medium_risk
woman,150,BWS,sometimes,3,161.494,54.697,28.658,128,945,3,6,1,0,0,1,0,1,low_risk
woman,50,duke,usually,2,150.693,48.272,32.549,50,200,9,24,1,1,0,1,1,1,low_risk
woman,125,BWS,seldom,3,162.538,64.923,24.07,70,726,3,26,0,0,0,0,0,1,low_risk
man,125,famous,sometimes,3,178.422,69.629,42.101,68,533,3,2,1,0,0,0,1,1,low_risk
woman,125,BWS,seldom,3,162.445,50.044,31.559,51,921,5,27,1,0,0,0,1,1,low_risk
man,50,POG,sometimes,2,168.656,63.288,25.247,105,552,2,15,0,0,0,1,1,1,low_risk
woman,125,GP,sometimes,3,156.611,43.056,24.434,104,984,2,12,1,1,1,0,1,1,low_risk
woman,125,axis Z,always,2,158.161,67.591,31.694,70,581,6,11,1,0,0,1,0,1,medium_risk
woman,125,POG,seldom,2,152.807,61.078,34.97,91,524,9,22,1,1,1,0,0,0,low_risk
man,125,Limi,sometimes,2,184.531,45.946,33.957,97,505,10,14,1,1,0,0,0,1,medium_risk
woman,125,BWS,never,2,156.438,32.97,20.589,94,454,2,2,1,0,0,1,1,0,low_risk
woman,50,POG,never,1,165.604,34.588,35.154,40,701,10,3,1,0,0,0,0,0,low_risk
woman,125,axis Z,always,3,153.002,45.275,29.317,42,724,1,20,1,0,0,1,0,1,low_risk
woman,125,Many,seldom,2,157.181,51.259,30.726,123,421,5,28,1,1,1,0,1,1,medium_risk
woman,150,BWS,always,1,153.069,51.513,27.013,69,407,4,13,1,0,0,0,1,1,low_risk
woman,150,BWS,seldom,2,165.975,33.494,25.312,49,750,7,3,1,0,0,0,0,1,low_risk
woman,100,GP,seldom,3,161.434,50.07,25.635,77,409,9,16,1,0,0,1,0,0,low_risk
