gender,exhaust_volume,motorcycle_style,passenger_on_backseat,helmet,height,weight,age,purchase_price,monthly_mileage,traffic_ticket_count,speeding_habbit,has_license,has_modifications,is_noisy_engine,is_mountain_ride,has_regular_maintenance,commute_with_motorcycle,class
man,50,axis Z,seldom,2,171.983,67.278,27.18,57,920,1,0,1,0,0,0,1,1,low_risk
woman,125,DRG,usually,2,170.756,45.498,52.58,94,80,2,0,1,0,0,0,0,1,medium_risk
woman,125,GP,seldom,2,163.803,56.355,40.815,73,174,8,8,1,1,0,0,1,0,low_risk
woman,125,Limi,always,3,166.791,46.964,38.785,78,766,6,13,0,0,0,0,1,0,low_risk
man,150,JET,usually,3,169.7,62.44,18.058,106,965,8,0,1,0,0,1,1,0,low_risk
man,150,famous,seldom,2,166.72,67.827,33.867,49,472,4,12,1,1,0,0,0,1,low_risk
woman,150,Many,seldom,3,150.05,48.278,21.094,53,665,9,19,1,0,0,0,0,0,low_risk
woman,100,POG,sometimes,2,157.268,41.374,28.111,107,37,0,27,1,0,0,0,1,1,low_risk
man,125,DRG,always,1,163.32,64.764,23.331,117,446,10,20,1,0,0,1,0,1,low_risk
woman,50,DRG,sometimes,2,149.944,55.756,21.143,40,70,3,0,1,0,1,1,0,1,low_risk
man,125,FORCE,always,2,161.006,80.006,41.035,127,43,6,9,0,0,0,1,0,1,low_risk
woman,50,Limi,usually,1,157.132,44.306,44.916,124,643,0,21,1,0,0,0,1,1,low_risk
woman,125,GP,seldom,2,174.631,51.089,35.637,121,854,1,21,1,1,0,0,1,0,low_risk
man,125,axis Z,never,3,161.867,78.594,19.224,72,654,3,20,0,0,0,0,0,1,low_risk
woman,125,FORCE,sometimes,2,150.411,49.133,30.241,96,385,6,15,1,0,0,0,0,1,low_risk
woman,150,Cuxi,never,2,165.478,41.693,36.159,55,843,8,26,1,1,0,0,1,0,low_risk
man,100,cygnus,seldom,3,170.585,81.409,27.512,71,421,9,11,1,0,0,0,0,1,low_risk
man,100,JET,sometimes,3,168.621,77.417,23.639,120,887,6,21,1,0,0,0,1,1,low_risk
woman,125,axis Z,usually,1,170.769,49.64,19.308,76,371,2,26,1,0,0,0,1,1,low_risk
woman,150,cygnus,seldom,2,159.992,44.922,32.065,63,82,1,13,1,0,0,0,1,1,low_risk
man,125,BWS,seldom,2,190.564,81.066,29.703,52,988,6,22,1,0,0,0,1,1,low_risk
man,50,famous,never,3,168.492,64.602,18.182,51,520,8,7,1,0,0,0,1,1,low_risk
woman,125,DRG,seldom,2,156.226,52.779,46.447,123,937,4,19,1,0,0,0,0,1,low_risk
man,50,Limi,sometimes,2,169.332,85.812,30.832,109,267,5,21,1,1,0,0,1,1,low_risk
man,125,Fiddle,sometimes,3,183.413,55.785,50.816,43,790,10,22,1,0,0,0,0,1,low_risk
man,125,Swish,sometimes,3,155.31,73.965,32.255,59,967,2,8,1,0,0,0,1,1,low_risk
man,150,Swish,usually,3,161.115,75.539,38.594,119,530,9,14,1,0,1,0,1,1,low_risk
man,125,duke,always,2,180.614,71.876,54.782,80,831,1,0,1,0,0,0,1,1,medium_risk
man,125,Fiddle,seldom,2,174.67,65.521,38.254,119,535,3,29,1,0,0,1,0,1,low_risk
man,150,Fiddle,usually,2,166.576,75.011,18.822,74,909,5,15,1,1,0,1,0,1,high_risk
woman,100,cygnus,sometimes,2,157.488,71.551,37.319,73,947,9,18,0,1,1,1,0,1,low_risk
woman,125,JET,usually,3,156.87,40.836,24.834,61,427,4,0,1,0,0,1,0,1,low_risk
woman,125,POG,seldom,2,153.688,52.035,18.666,48,894,4,21,1,1,1,1,1,0,low_risk
woman,125,Many,seldom,1,155.903,30.536,26.855,89,812,1,2,0,0,0,0,1,1,low_risk
man,125,famous,seldom,2,174.879,76.201,23.505,120,553,2,12,1,0,0,0,0,1,low_risk
man,125,Many,seldom,2,169.044,67.334,46.13,67,307,0,15,1,1,0,0,1,1,low_risk
man,100,Cuxi,sometimes,2,182.349,78.672,60.186,123,218,10,6,1,0,1,1,0,1,low_risk
man,125,Fiddle,usually,3,161.022,60.958,48.699,120,648,5,10,1,1,0,0,0,1,low_risk
man,125,cygnus,seldom,2,181.506,82.737,35.398,43,291,5,18,1,0,0,1,1,1,low_risk
man,125,Cuxi,sometimes,2,163.404,91.628,32.595,112,625,5,6,1,1,1,0,0,1,low_risk
man,125,FORCE,seldom,2,158.051,66.111,33.196,51,782,9,21,1,0,0,0,1,1,low_risk
man,125,axis Z,usually,3,168.877,51.908,24.908,123,75,2,26,1,1,0,0,0,1,low_risk
woman,125,JET,usually,2,175.181,45.052,42.171,113,968,5,4,1,0,0,0,0,0,low_risk
man,150,BWS,always,3,180.262,61.734,34.271,130,266,7,0,1,1,0,0,1,1,low_risk
man,150,duke,usually,2,165.362,57.168,18.618,125,720,3,10,1,0,0,0,1,1,low_risk
woman,125,famous,seldom,3,167.782,58.699,29.126,104,15,6,8,1,0,0,1,1,0,low_risk
woman,125,axis Z,sometimes,2,152.628,46.647,46.078,116,543,10,1,1,0,0,0,0,1,low_risk
man,125,Fiddle,usually,1,177.306,55.891,25.713,51,14,5,7,0,1,0,0,1,1,low_risk
woman,125,BWS,usually,3,148.097,48.629,43.503,48,33,0,15,1,0,1,0,0,1,low_risk
man,150,GP,never,3,177.123,64.907,18.74,113,779,2,17,1,1,0,0,1,1,low_risk
man,125,BWS,seldom,2,177.915,78.355,33.065,69,738,10,25,1,0,0,0,0,1,low_risk
woman,125,cygnus,usually,2,158.703,63.955,32.855,46,746,2,25,1,0,0,0,0,1,medium_risk
man,100,axis Z,sometimes,2,168.889,66.157,21.672,87,806,3,18,1,1,1,0,0,1,low_risk
woman,125,GP,seldom,2,162.392,43.384,41.519,110,433,2,11,1,1,0,0,0,1,low_risk
man,125,POG,sometimes,3,163.353,82.772,29.806,130,423,3,12,1,1,0,1,0,1,low_risk
woman,125,FORCE,sometimes,2,164.179,47.384,27.83,104,373,6,18,1,0,0,0,0,1,low_risk
man,100,Cuxi,seldom,3,174.703,69.76,27.592,122,743,7,26,1,1,0,1,0,1,low_risk
woman,125,Many,seldom,2,158.339,46.189,52.117,67,729,10,5,1,0,0,0,1,1,low_risk
woman,125,Swish,usually,2,150.917,45.679,23.291,129,300,2,21,1,1,0,0,0,1,low_risk
man,100,JET,seldom,2,170.804,79.176,32.289,84,399,8,7,1,0,0,0,1,0,low_risk
man,125,DRG,sometimes,1,165.121,65.401,53.18,48,379,8,12,1,1,0,1,0,0,low_risk
man,50,GP,sometimes,3,173.577,68.943,31.128,82,516,1,18,1,0,0,1,1,1,low_risk
woman,50,Swish,sometimes,3,162.582,34.668,28.179,109,242,5,13,1,0,0,0,1,1,low_risk
man,125,Limi,seldom,2,183.674,59.817,24.895,101,467,9,2,1,0,0,1,0,1,low_risk
woman,125,Cuxi,seldom,2,158.99,58.563,29.266,126,801,5,21,1,1,0,0,0,1,low_risk
man,125,JET,seldom,3,182.181,85.149,34.617,117,316,8,26,1,1,0,0,0,1,low_risk
man,150,duke,always,1,177.041,59.413,22.946,76,125,5,6,1,0,0,0,1,1,low_risk
woman,125,FORCE,usually,3,165.917,36.867,22.017,62,852,6,16,1,0,0,0,1,1,low_risk
man,125,DRG,seldom,2,167.483,53.167,40.955,54,283,1,23,1,0,1,0,0,1,low_risk
man,100,duke,usually,1,175.227,78.827,33.564,77,959,0,21,1,0,1,0,0,1,low_risk
woman,125,Cuxi,sometimes,3,162.981,35.6,33.8,43,563,8,5,1,1,0,0,1,1,low_risk
woman,125,duke,usually,3,158.573,62.631,84.881,40,446,10,19,1,0,0,0,1,1,low_risk
man,150,Fiddle,seldom,2,179.014,68.307,51.675,58,12,2,11,1,0,0,0,1,0,low_risk
woman,100,GP,sometimes,3,154.731,61.358,40.836,98,296,8,4,1,0,1,1,0,1,low_risk
woman,150,axis Z,sometimes,2,158.992,46.708,27.876,81,671,4,19,1,1,0,0,0,1,low_risk
woman,125,JET,seldom,2,168.183,43.978,37.163,54,102,10,28,1,0,0,0,0,1,low_risk
man,125,Limi,usually,3,165.972,70.446,37.56,54,380,9,23,1,0,0,0,1,1,low_risk
woman,100,Swish,sometimes,2,148.807,40.821,25.133,88,324,7,23,1,0,0,1,0,1,low_risk
woman,150,Limi,sometimes,2,161.886,34.838,21.058,41,607,0,2,1,1,0,0,0,1,low_risk
woman,50,FORCE,seldom,2,167.856,44.558,51.387,116,762,9,11,1,0,1,0,0,1,low_risk
man,100,Limi,sometimes,3,166.235,64.411,18.18,85,203,3,22,1,0,0,1,0,1,low_risk
man,100,POG,usually,2,174.995,69.158,36.551,79,264,6,15,1,0,0,0,0,1,low_risk
man,50,Limi,seldom,2,174.962,74.631,33.641,121,506,6,14,1,0,0,0,1,1,low_risk
man,50,GP,usually,3,185.792,66.675,20.246,73,618,4,4,1,1,1,0,1,1,low_risk
man,125,JET,seldom,1,180.534,67.21,21.603,47,156,6,13,1,0,0,1,1,1,low_risk
man,125,axis Z,never,2,172.44,70.512,27.178,122,349,3,3,1,0,0,1,0,1,low_risk
man,50,JET,never,1,173.854,63.149,37.901,58,464,1,28,1,1,1,0,0,0,high_risk
man,125,Many,always,2,166.94,81.665,33.886,48,600,2,1,1,0,0,0,0,1,low_risk
woman,125,DRG,always,2,146.414,52.38,25.722,57,831,10,25,1,0,0,0,0,1,low_risk
woman,125,BWS,never,2,169.234,50.776,19.341,118,188,2,23,0,1,0,0,1,1,low_risk
woman,150,axis Z,seldom,2,142.581,40.787,29.278,108,952,8,0,1,0,0,0,0,1,low_risk
woman,125,POG,usually,2,152.676,46.46,33.099,64,588,6,2,1,0,1,0,1,0,low_risk
man,125,JET,sometimes,3,173.645,70.689,26.452,79,492,8,2,1,0,0,0,0,1,low_risk
man,150,Fiddle,usually,2,163.001,86.216,42.772,101,333,3,5,1,0,0,0,0,1,low_risk
woman,50,FORCE,seldom,3,155.36,38.971,21.57,112,454,3,23,1,0,1,0,1,1,low_risk
man,125,FORCE,never,2,171.374,58.095,28.141,45,417,4,4,1,0,1,1,1,1,low_risk
woman,125,duke,always,2,168.479,56.231,32.508,118,872,1,24,1,0,0,0,1,1,medium_risk
man,150,Fiddle,seldom,3,162.549,70.987,33.04,124,469,1,25,1,0,0,1,1,0,low_risk
man,150,Fiddle,sometimes,1,160.67,81.004,40.065,92,676,8,16,1,0,0,1,0,1,low_risk
man,150,Many,usually,2,177.848,74.177,35.387,114,324,7,16,1,0,0,1,0,1,low_risk
woman,125,Fiddle,usually,2,134.241,64.571,39.362,127,34,8,19,1,1,0,0,0,1,low_risk
man,125,famous,sometimes,2,177.594,59.189,36.757,130,448,2,18,1,1,0,0,0,1,low_risk
man,125,JET,sometimes,2,163.407,76.426,19.602,57,720,9,4,1,0,0,1,1,0,low_risk
man,125,DRG,sometimes,2,183.998,76.221,31.727,116,448,3,0,1,1,0,0,0,1,low_risk
woman,125,BWS,usually,2,150.758,53.857,21.624,75,692,5,22,1,1,0,0,0,1,low_risk
man,125,Fiddle,sometimes,2,174.355,61.152,70.464,81,562,10,16,1,0,0,1,1,1,low_risk
woman,125,famous,always,2,161.946,44.898,28.959,45,212,8,2,1,0,0,1,0,1,low_risk
man,100,cygnus,seldom,2,159.209,69.53,33.071,95,746,1,25,1,0,1,0,1,0,low_risk
man,125,axis Z,never,3,191.48,78.853,35.748,102,944,4,5,1,0,0,1,0,1,low_risk
woman,50,Limi,seldom,2,132.193,50.756,33.085,117,466,0,26,1,1,1,0,0,1,low_risk
woman,150,BWS,usually,3,138.979,51.092,22.334,120,79,9,7,1,0,1,1,1,1,low_risk
man,125,Limi,usually,3,174.815,75.938,37.19,69,744,8,10,1,0,0,0,1,0,low_risk
man,125,JET,always,3,150.119,69.805,48.204,66,917,2,18,1,0,0,0,0,1,low_risk
woman,125,JET,seldom,3,162.528,49.293,38.642,46,291,5,2,1,0,0,1,0,1,low_risk
woman,125,GP,sometimes,3,149.96,25.827,18.447,68,879,6,8,1,0,0,0,0,1,low_risk
woman,125,DRG,usually,2,162.612,73.859,33.964,63,171,5,12,1,0,0,0,1,0,low_risk
woman,125,BWS,seldom,3,169.525,49.927,37.008,119,173,0,29,0,0,0,1,0,1,low_risk
woman,150,POG,seldom,3,154.991,61.019,38.091,64,632,1,21,0,0,0,0,0,1,low_risk
man,50,GP,sometimes,2,171.02,80.251,27.165,48,481,3,2,1,1,0,0,0,1,low_risk
man,150,cygnus,seldom,3,187.038,66.356,28.016,69,545,1,22,1,0,0,0,1,1,low_risk
woman,125,BWS,usually,1,167.686,43.093,29.829,52,17,3,21,1,1,1,0,0,0,high_risk
man,125,POG,seldom,2,179.811,75.592,45.834,119,961,0,12,1,0,0,0,0,1,medium_risk
man,125,axis Z,always,2,174.85,76.722,37.048,88,191,8,29,1,0,0,0,0,1,low_risk
man,125,Limi,sometimes,3,185.394,66.863,22.073,86,821,3,21,1,1,0,0,0,0,low_risk
man,50,famous,seldom,2,166.523,67.928,27.253,76,509,7,24,0,1,0,0,1,1,low_risk
woman,150,BWS,sometimes,2,171.097,40.659,42.023,75,86,5,9,1,1,0,0,1,1,low_risk
woman,125,cygnus,never,2,160.552,62.512,21.019,113,192,1,7,1,1,0,0,1,1,low_risk
man,150,Cuxi,seldom,2,168.796,77.569,18.923,121,954,4,12,1,1,0,0,1,0,low_risk
woman,50,axis Z,never,2,165.322,51.522,22.0,105,518,8,8,1,0,0,0,0,1,low_risk
woman,125,Many,seldom,2,160.919,57.449,19.588,97,318,1,14,0,0,0,1,1,1,low_risk
woman,125,cygnus,usually,2,160.171,41.676,26.763,87,865,9,13,0,1,0,0,1,1,low_risk
woman,150,JET,seldom,2,163.528,51.702,21.968,53,13,3,3,1,1,0,0,1,1,low_risk
woman,50,Cuxi,usually,1,153.08,72.132,35.264,68,931,4,7,0,1,0,1,0,1,low_risk
man,125,axis Z,usually,3,163.156,81.838,18.511,83,816,2,24,1,0,0,0,1,1,low_risk
man,125,JET,usually,1,187.643,77.209,18.028,59,42,9,19,1,0,0,1,0,1,low_risk
woman,50,BWS,seldom,1,145.224,48.156,29.045,104,986,6,21,1,0,0,0,1,1,low_risk
man,150,duke,usually,2,189.643,59.04,19.547,56,437,1,4,1,1,0,1,0,1,low_risk
man,150,cygnus,usually,2,175.152,78.355,31.068,104,3,1,3,1,1,0,0,1,1,low_risk
