gender,exhaust_volume,motorcycle_style,passenger_on_backseat,helmet,height,weight,age,purchase_price,monthly_mileage,traffic_ticket_count,speeding_habbit,has_license,has_modifications,is_noisy_engine,is_mountain_ride,has_regular_maintenance,commute_with_motorcycle,class
man,125,FORCE,seldom,2,170.117,45.866,32.221,116,83,2,19,1,0,0,0,0,1,low_risk
man,150,Limi,never,2,180.398,73.985,51.483,115,381,6,18,1,0,0,0,1,0,low_risk
man,150,cygnus,seldom,2,168.653,86.084,20.161,124,537,7,21,1,0,0,0,0,1,low_risk
man,150,Cuxi,always,2,178.809,64.305,18.924,75,900,10,19,1,0,0,0,1,1,low_risk
man,50,BWS,seldom,2,172.747,65.071,35.816,97,230,1,13,1,1,0,0,0,1,low_risk
man,125,axis Z,seldom,3,172.306,61.449,41.008,80,658,6,6,1,1,0,1,0,1,low_risk
woman,100,famous,seldom,2,159.393,60.189,45.548,83,544,2,14,1,1,0,0,0,1,low_risk
man,100,BWS,usually,2,169.946,63.031,24.843,60,954,6,11,1,0,0,1,1,1,medium_risk
man,125,Cuxi,sometimes,3,180.953,71.854,22.174,125,570,1,3,0,0,0,0,0,1,low_risk
woman,125,Swish,sometimes,3,163.864,56.839,23.167,52,294,9,12,1,1,0,0,0,0,low_risk
woman,125,Limi,never,2,161.345,29.816,26.417,57,270,3,28,1,1,0,1,0,1,low_risk
man,125,duke,usually,3,177.291,69.467,21.462,108,665,4,27,1,0,0,1,1,1,low_risk
man,150,Fiddle,seldom,2,176.769,81.647,34.002,73,139,2,1,0,0,1,0,1,1,low_risk
man,125,FORCE,sometimes,2,174.202,70.782,32.825,82,403,2,14,1,0,1,0,0,1,low_risk
man,125,JET,sometimes,2,166.19,73.66,30.072,113,535,8,28,1,1,0,0,1,1,low_risk
man,50,GP,sometimes,1,175.501,77.146,19.763,88,841,7,12,1,0,0,1,1,0,low_risk
man,125,Swish,seldom,3,167.514,69.23,42.631,52,976,1,11,1,0,0,1,0,1,low_risk
woman,125,cygnus,never,3,148.008,32.718,22.651,96,948,8,3,1,1,0,0,1,0,low_risk
man,150,GP,sometimes,3,174.877,78.3,23.252,94,876,0,3,0,1,0,1,0,1,low_risk
man,125,DRG,always,1,169.994,71.196,24.358,96,848,6,0,1,0,0,0,1,1,low_risk
man,50,GP,usually,2,176.814,66.757,35.28,98,69,2,6,1,1,0,0,0,0,low_risk
woman,125,cygnus,sometimes,3,150.776,57.387,59.07,70,756,6,15,1,0,0,0,1,1,low_risk
man,100,axis Z,never,3,167.176,63.039,47.667,119,703,4,22,1,0,0,1,1,0,low_risk
man,125,duke,sometimes,2,178.549,87.137,19.155,107,808,6,23,1,0,0,0,0,0,low_risk
man,125,BWS,usually,3,171.92,57.391,21.477,110,755,2,21,1,0,0,0,0,1,low_risk
woman,125,POG,seldom,3,158.874,53.055,20.575,57,585,5,13,1,1,0,0,1,1,low_risk
woman,150,Cuxi,seldom,1,164.187,47.859,20.661,51,878,2,19,1,0,0,0,0,1,low_risk
woman,125,cygnus,sometimes,3,157.677,48.096,38.681,84,979,2,6,1,0,0,0,1,1,low_risk
man,150,cygnus,never,2,174.24,81.855,24.682,57,771,8,7,1,1,1,0,1,1,low_risk
man,150,cygnus,sometimes,2,159.935,69.827,38.442,47,472,10,11,1,1,0,0,0,1,low_risk
man,125,cygnus,seldom,3,178.768,63.543,41.32,113,130,1,2,0,1,0,0,0,1,low_risk
woman,125,DRG,seldom,2,153.07,51.642,27.95,74,397,1,2,0,0,0,0,1,0,low_risk
man,125,DRG,never,3,172.599,59.063,36.927,94,415,10,25,1,0,0,0,0,1,low_risk
man,125,DRG,usually,2,184.517,58.608,53.088,54,340,2,20,1,0,0,0,1,1,low_risk
man,150,POG,seldom,3,177.846,65.159,28.435,130,937,7,24,1,1,0,1,0,0,low_risk
man,125,duke,usually,2,175.415,68.477,18.615,80,985,2,9,1,0,1,0,1,1,medium_risk
woman,100,axis Z,seldom,2,170.692,40.683,34.339,105,245,8,28,1,0,1,0,0,0,low_risk
man,125,Many,seldom,3,163.501,74.479,24.427,69,37,6,21,1,1,0,0,1,1,low_risk
woman,100,Cuxi,seldom,2,148.054,55.437,32.708,83,907,5,18,1,1,0,0,1,1,medium_risk
man,125,GP,sometimes,2,160.744,78.481,41.095,120,338,3,5,1,0,0,0,0,1,low_risk
woman,125,DRG,seldom,3,158.904,63.1,30.667,96,602,5,11,0,0,0,1,0,1,low_risk
man,125,GP,sometimes,3,174.819,74.881,32.418,125,149,10,8,1,1,0,1,1,1,low_risk
man,125,Limi,seldom,2,172.278,61.618,66.539,115,838,2,22,1,1,0,0,1,1,medium_risk
woman,150,Swish,seldom,2,152.887,53.324,27.15,114,951,2,22,1,0,0,0,0,1,low_risk
woman,50,JET,usually,2,153.616,58.035,56.869,65,999,6,6,1,0,0,1,0,1,low_risk
woman,150,cygnus,seldom,3,169.135,46.188,46.958,123,4,0,13,1,0,0,1,1,1,low_risk
woman,150,GP,never,2,151.845,67.861,29.08,84,175,4,11,1,0,0,0,0,1,low_risk
woman,125,DRG,usually,2,147.915,52.554,20.901,46,983,1,12,1,0,0,0,0,1,medium_risk
man,125,POG,usually,2,166.445,71.647,47.054,42,454,6,29,1,0,0,0,1,1,low_risk
woman,125,Many,sometimes,3,154.627,58.901,26.084,41,74,1,16,0,0,1,0,0,1,low_risk
woman,125,GP,usually,2,147.259,51.919,41.09,59,870,10,29,1,0,0,1,0,1,medium_risk
man,125,Cuxi,always,2,163.558,52.719,27.655,55,294,8,15,1,0,0,1,1,0,low_risk
woman,125,JET,seldom,2,148.806,59.047,24.92,89,447,4,12,1,1,0,0,1,1,low_risk
woman,125,Limi,usually,1,146.572,52.142,34.467,122,84,4,23,1,0,1,0,1,1,low_risk
man,125,famous,seldom,2,170.338,54.932,31.388,85,850,1,22,1,0,0,0,1,1,medium_risk
woman,125,Many,sometimes,3,156.229,40.286,49.466,56,864,6,3,1,0,0,1,1,1,low_risk
woman,125,GP,sometimes,2,163.74,59.299,21.442,89,631,8,6,1,1,0,0,1,1,medium_risk
man,150,GP,seldom,2,169.937,63.45,32.702,67,697,8,0,1,0,0,0,1,1,low_risk
woman,150,DRG,seldom,1,163.133,52.603,29.537,95,775,5,20,1,1,0,0,1,1,low_risk
woman,125,axis Z,seldom,2,167.288,42.148,45.941,103,931,3,4,1,0,0,0,0,1,medium_risk
woman,125,Swish,sometimes,2,148.087,30.459,33.271,66,463,9,17,1,0,0,0,0,1,low_risk
man,125,Cuxi,seldom,3,179.547,61.383,24.979,114,820,2,20,1,0,0,0,1,1,low_risk
woman,50,FORCE,seldom,2,161.214,47.584,33.912,104,541,6,8,0,0,0,0,0,1,low_risk
man,150,JET,usually,3,162.164,71.467,20.377,65,671,8,10,1,0,0,1,1,1,low_risk
woman,125,Cuxi,never,2,156.41,59.525,33.496,119,776,10,7,1,0,0,0,1,1,medium_risk
woman,50,FORCE,always,2,156.939,57.862,35.709,122,806,5,12,0,0,0,0,1,1,low_risk
man,125,JET,always,2,166.431,68.934,39.21,64,53,4,2,1,0,0,1,0,1,low_risk
woman,100,Limi,usually,1,144.422,47.237,47.969,57,711,4,20,1,0,1,0,1,1,low_risk
man,125,POG,seldom,2,185.085,70.369,26.083,102,308,1,16,1,0,0,0,0,1,low_risk
man,100,Limi,sometimes,1,177.036,76.012,47.297,69,205,2,14,1,0,0,0,1,1,low_risk
man,125,Fiddle,usually,2,185.942,78.662,33.858,55,661,3,21,1,0,0,0,1,1,medium_risk
woman,150,Cuxi,seldom,2,175.728,23.333,25.396,121,166,6,28,1,1,0,0,1,1,low_risk
woman,125,POG,seldom,1,155.077,34.792,27.207,94,646,3,6,0,0,1,0,0,1,low_risk
woman,100,FORCE,seldom,3,146.449,47.6,36.539,123,78,0,9,0,0,0,0,0,1,low_risk
man,50,duke,seldom,2,174.101,70.452,26.48,106,863,2,20,1,0,0,1,1,1,low_risk
