gender,exhaust_volume,motorcycle_style,passenger_on_backseat,helmet,height,weight,age,purchase_price,monthly_mileage,traffic_ticket_count,speeding_habbit,has_license,has_modifications,is_noisy_engine,is_mountain_ride,has_regular_maintenance,commute_with_motorcycle,class
man,125,axis Z,usually,2,173.594,65.338,38.523,129,460,7,6,1,1,0,1,0,1,low_risk
man,125,DRG,sometimes,3,174.843,83.449,34.718,42,867,2,8,1,0,1,0,0,1,low_risk
woman,125,duke,sometimes,3,174.747,46.846,61.344,87,956,6,5,1,0,0,0,0,1,low_risk
man,150,cygnus,seldom,3,183.747,75.488,39.58,121,619,9,27,1,0,0,1,0,1,low_risk
man,125,Limi,usually,2,177.621,59.683,32.454,62,233,0,3,1,1,0,0,1,1,medium_risk
woman,125,DRG,sometimes,2,149.297,46.342,33.085,84,799,2,10,1,0,0,1,1,1,medium_risk
woman,125,BWS,never,3,160.92,56.552,21.354,89,708,5,14,1,0,1,0,0,1,low_risk
man,125,Swish,always,2,183.174,62.588,25.002,73,495,3,18,1,0,1,0,1,1,low_risk
man,150,JET,seldom,2,168.904,49.888,34.085,77,713,9,9,1,0,0,1,0,1,low_risk
man,50,GP,seldom,2,160.545,65.707,28.836,56,342,7,8,0,0,1,0,1,1,low_risk
man,125,duke,never,2,174.596,72.184,22.667,52,38,1,28,1,1,0,0,1,1,medium_risk
woman,50,Many,seldom,3,154.75,44.805,62.635,43,186,0,17,1,0,0,1,0,0,low_risk
woman,125,famous,sometimes,2,161.482,41.141,37.667,114,957,0,26,1,0,1,0,1,1,medium_risk
woman,125,axis Z,seldom,2,157.204,53.29,24.265,69,780,10,18,1,0,0,0,0,1,low_risk
man,125,BWS,seldom,2,157.278,61.562,35.105,86,462,10,14,1,0,0,1,0,1,low_risk
woman,125,Limi,seldom,2,150.069,46.912,47.034,88,801,9,24,1,0,0,0,1,1,low_risk
man,125,Cuxi,always,2,172.593,89.548,35.947,72,136,8,7,1,0,0,1,1,1,low_risk
woman,150,GP,seldom,3,149.642,48.431,35.897,97,653,10,3,0,0,1,0,1,1,low_risk
man,125,cygnus,usually,2,164.317,82.371,27.931,53,566,8,3,1,0,0,1,0,1,low_risk
man,150,Many,usually,1,163.498,65.809,46.179,79,834,4,9,1,1,0,0,1,1,low_risk
man,125,Limi,never,3,177.933,77.162,34.171,55,67,1,18,1,0,1,1,0,1,low_risk
woman,125,BWS,seldom,2,162.981,48.786,35.065,111,291,7,3,1,0,1,1,1,1,low_risk
woman,125,Limi,seldom,2,155.768,55.61,42.463,71,377,5,4,1,1,1,0,0,1,low_risk
man,125,Limi,seldom,3,162.101,76.263,18.719,97,195,5,9,0,0,0,0,0,0,low_risk
man,150,BWS,never,3,182.77,78.788,32.132,53,41,3,7,1,0,0,0,1,1,low_risk
woman,100,duke,seldom,2,166.237,52.442,25.159,100,864,9,4,1,0,0,0,0,0,low_risk
woman,100,GP,seldom,3,170.344,53.693,19.795,98,363,5,14,1,1,0,1,0,1,low_risk
man,125,axis Z,usually,2,171.429,68.959,47.739,120,307,4,20,1,1,0,0,1,0,low_risk
woman,125,Cuxi,never,3,155.888,38.547,22.051,45,809,3,22,1,0,0,0,1,1,low_risk
woman,125,JET,sometimes,1,158.229,56.606,25.413,111,184,6,7,1,0,1,0,1,1,low_risk
