gender,exhaust_volume,motorcycle_style,passenger_on_backseat,helmet,height,weight,age,purchase_price,monthly_mileage,traffic_ticket_count,speeding_habbit,has_license,has_modifications,is_noisy_engine,is_mountain_ride,has_regular_maintenance,commute_with_motorcycle,class
woman,125,FORCE,sometimes,3,152.686,40.178,18.613,111,904,2,25,1,1,0,0,0,1,low_risk
man,125,JET,seldom,2,187.094,91.092,34.196,89,683,0,8,1,0,1,0,0,1,medium_risk
woman,150,JET,sometimes,2,156.031,53.241,31.703,102,909,8,10,1,0,0,0,0,1,low_risk
woman,125,Swish,sometimes,3,170.369,42.797,24.691,102,828,3,6,1,0,0,0,0,1,low_risk
woman,125,Limi,seldom,3,169.097,58.488,23.436,85,82,2,12,1,0,1,0,1,0,low_risk
woman,150,Cuxi,sometimes,2,157.227,48.285,37.833,128,270,0,29,1,0,0,0,0,1,low_risk
woman,125,Many,usually,2,176.306,49.244,30.469,77,935,1,11,1,0,0,0,1,1,medium_risk
woman,125,FORCE,sometimes,2,153.038,56.697,19.048,80,529,6,28,1,0,1,0,0,1,low_risk
man,125,FORCE,never,2,168.116,75.211,59.73,113,436,6,14,1,0,0,1,1,1,low_risk
man,125,Swish,usually,2,165.517,60.387,26.287,106,658,2,25,1,0,1,0,0,1,medium_risk
woman,50,POG,seldom,2,160.517,42.986,32.338,55,465,5,1,1,1,0,0,0,1,low_risk
man,150,cygnus,seldom,1,166.283,67.734,29.647,130,587,0,27,1,0,0,1,0,0,low_risk
man,150,POG,sometimes,2,166.348,76.987,18.137,43,670,10,1,1,1,0,1,0,1,low_risk
woman,150,POG,usually,2,151.86,47.042,39.269,125,677,5,1,1,1,0,1,0,1,low_risk
woman,100,JET,usually,2,149.387,56.261,26.476,125,419,9,16,1,0,0,0,1,1,low_risk
man,125,Swish,seldom,2,170.532,78.142,29.957,100,787,6,15,1,0,0,1,0,1,medium_risk
woman,125,Fiddle,never,3,152.762,34.237,42.331,118,955,2,29,1,1,0,0,0,0,low_risk
man,125,Limi,sometimes,2,168.55,68.371,29.718,54,526,6,3,1,0,0,0,1,1,low_risk
woman,125,JET,never,2,160.797,49.231,23.117,86,514,9,29,1,0,0,1,0,0,low_risk
woman,125,famous,sometimes,1,153.675,46.808,19.562,57,597,0,14,0,1,0,0,0,1,low_risk
man,150,Cuxi,usually,2,181.434,55.876,37.711,74,62,5,8,1,1,0,0,1,0,low_risk
woman,100,Fiddle,always,2,155.112,50.073,33.596,87,282,3,10,1,0,1,1,0,1,low_risk
