gender,exhaust_volume,motorcycle_style,passenger_on_backseat,helmet,height,weight,age,purchase_price,monthly_mileage,traffic_ticket_count,speeding_habbit,has_license,has_modifications,is_noisy_engine,is_mountain_ride,has_regular_maintenance,commute_with_motorcycle,class
man,50,POG,always,2,170.77,81.184,18.41,45,63,3,11,1,1,0,0,1,0,low_risk
woman,50,duke,always,2,165.232,53.102,21.873,53,803,10,3,1,0,0,1,1,1,low_risk
woman,125,POG,seldom,2,172.275,44.282,30.475,99,795,8,26,0,1,0,0,1,1,medium_risk
woman,125,DRG,seldom,1,175.22,57.551,35.469,121,447,6,19,1,1,0,1,1,1,low_risk
woman,125,BWS,seldom,1,157.873,52.723,32.009,110,857,4,6,1,0,0,1,1,1,low_risk
man,100,Limi,usually,1,170.552,73.491,23.167,69,542,6,26,1,0,1,1,1,1,low_risk
man,125,GP,seldom,2,164.799,53.932,21.789,121,324,2,9,1,0,0,0,1,0,low_risk
woman,125,JET,usually,3,156.609,40.745,22.474,114,585,1,11,1,0,1,0,0,1,low_risk
woman,125,FORCE,seldom,3,162.742,55.883,22.383,114,151,2,7,1,0,0,0,1,1,low_risk
woman,100,Swish,seldom,2,154.774,60.808,18.901,84,157,9,9,1,0,0,0,1,0,low_risk
woman,50,FORCE,never,2,155.425,60.029,19.473,91,235,8,9,1,1,0,0,1,1,low_risk
man,125,axis Z,sometimes,3,174.299,56.995,23.968,60,946,4,16,1,1,0,0,1,1,low_risk
man,150,JET,usually,3,171.355,66.842,31.634,125,759,5,13,0,0,0,0,1,0,low_risk
man,125,GP,never,2,165.52,76.946,31.133,97,938,6,3,1,0,1,1,0,1,medium_risk
man,125,DRG,never,3,165.088,59.156,39.62,78,84,7,0,1,1,0,0,0,1,low_risk
man,150,axis Z,usually,2,165.009,68.983,31.903,112,936,9,11,0,1,0,0,0,1,low_risk
woman,125,duke,sometimes,3,158.898,49.555,34.941,119,451,4,7,1,1,1,0,1,1,low_risk
man,50,axis Z,sometimes,2,169.132,70.014,19.039,71,572,1,16,1,0,0,0,0,0,low_risk
man,50,Fiddle,seldom,2,172.832,56.418,22.26,53,264,8,2,1,0,0,0,1,1,low_risk
woman,150,Limi,sometimes,3,152.523,60.842,32.172,117,786,7,28,1,1,0,0,1,1,low_risk
man,150,Fiddle,always,2,169.607,82.419,37.03,74,740,0,5,1,1,1,0,1,1,low_risk
