gender,exhaust_volume,motorcycle_style,passenger_on_backseat,helmet,height,weight,age,purchase_price,monthly_mileage,traffic_ticket_count,speeding_habbit,has_license,has_modifications,is_noisy_engine,is_mountain_ride,has_regular_maintenance,commute_with_motorcycle,class
man,150,DRG,seldom,2,168.47,73.028,18.582,81,473,8,6,1,0,0,0,1,1,low_risk
man,125,Cuxi,never,3,170.526,54.4,20.469,108,959,5,22,1,1,0,0,0,0,low_risk
man,150,FORCE,sometimes,2,179.833,58.621,21.195,61,363,1,8,1,1,0,0,0,1,low_risk
woman,50,Many,always,3,152.918,51.052,31.664,119,605,4,9,0,0,1,0,0,1,low_risk
woman,125,Fiddle,seldom,3,169.827,54.195,20.918,67,550,6,22,0,0,0,0,0,1,low_risk
man,150,JET,seldom,3,183.33,52.201,27.302,53,962,3,27,1,0,0,1,1,1,low_risk
man,125,Many,usually,2,166.125,64.214,35.34,109,262,2,4,0,1,0,0,1,1,low_risk
man,150,Many,seldom,2,177.027,51.48,37.216,50,923,10,2,1,1,0,0,1,1,low_risk
man,150,duke,never,3,179.511,62.764,34.001,68,466,4,14,1,0,0,0,0,1,low_risk
woman,100,Limi,usually,3,163.321,31.583,36.033,112,872,7,24,1,0,0,0,0,1,low_risk
woman,125,famous,seldom,2,151.634,41.096,22.03,47,563,5,13,1,1,0,0,1,1,low_risk
man,125,POG,seldom,3,174.226,64.952,45.93,129,31,7,23,1,1,0,1,0,1,low_risk
woman,150,FORCE,usually,3,158.619,65.114,45.354,79,863,1,15,1,1,0,0,0,1,low_risk
man,125,Many,never,2,176.033,75.815,27.882,91,921,4,19,1,0,0,0,0,1,low_risk
woman,150,Cuxi,seldom,2,166.536,47.997,30.831,85,501,9,13,1,0,1,0,1,1,low_risk
woman,125,GP,always,2,167.243,57.677,19.067,71,254,0,21,1,0,0,0,1,1,low_risk
man,150,GP,seldom,2,178.166,84.35,37.633,108,104,0,11,1,0,0,0,0,1,low_risk
man,150,BWS,sometimes,2,181.334,72.355,23.767,98,978,5,27,0,0,0,0,1,1,low_risk
man,150,FORCE,usually,3,170.218,71.821,18.031,92,987,6,3,1,1,0,0,0,1,low_risk
woman,125,cygnus,seldom,2,158.22,51.607,34.134,130,470,6,3,1,1,1,0,1,0,low_risk
man,125,Limi,never,3,185.544,57.765,25.984,63,495,6,19,1,0,0,0,1,1,low_risk
woman,125,axis Z,seldom,2,161.306,72.628,25.236,52,717,5,8,1,0,1,0,0,1,low_risk
woman,125,DRG,seldom,3,170.158,54.124,53.087,42,348,7,18,1,1,0,1,1,1,low_risk
man,125,GP,always,3,180.375,46.694,19.893,108,973,4,1,1,1,0,1,0,0,low_risk
woman,150,JET,seldom,2,166.289,42.943,29.332,116,67,0,16,1,0,0,0,0,1,low_risk
woman,125,axis Z,seldom,2,157.29,66.861,36.103,64,158,0,17,1,0,0,1,0,1,low_risk
woman,125,duke,sometimes,2,153.722,59.119,25.667,56,298,7,13,1,0,0,0,1,0,low_risk
woman,125,Swish,usually,3,164.381,42.72,28.949,99,936,6,12,1,0,0,1,0,1,low_risk
woman,50,cygnus,seldom,2,145.876,43.35,31.451,130,151,9,18,1,0,0,1,1,1,low_risk
man,125,Many,sometimes,1,171.227,63.315,33.888,107,142,8,12,1,0,1,0,1,0,low_risk
man,150,Fiddle,sometimes,3,166.808,68.925,23.73,97,706,8,29,1,0,0,1,0,1,low_risk
man,125,DRG,seldom,3,170.251,67.452,25.708,96,510,1,19,1,0,0,0,1,1,low_risk
woman,150,FORCE,never,3,165.413,71.355,29.336,66,326,6,17,0,0,1,0,0,0,low_risk
man,125,BWS,always,2,163.458,79.801,43.096,124,146,5,10,1,0,1,1,0,0,low_risk
woman,100,Many,always,2,155.346,37.025,28.638,90,457,5,3,1,0,0,1,0,1,low_risk
woman,100,POG,seldom,1,148.999,45.548,18.122,128,404,5,20,1,0,0,0,1,1,low_risk
woman,100,GP,never,3,157.379,37.062,51.815,43,353,6,12,1,0,0,0,1,1,low_risk
man,125,FORCE,seldom,2,176.693,64.273,38.245,58,420,4,3,1,0,0,0,0,1,low_risk
man,50,POG,seldom,1,164.02,65.387,51.784,118,641,1,19,1,0,0,0,0,1,low_risk
man,125,FORCE,sometimes,1,159.804,58.481,33.439,89,471,1,13,1,0,0,0,1,0,low_risk
woman,100,JET,sometimes,3,159.581,58.307,44.175,70,719,2,5,1,0,0,1,1,1,low_risk
woman,125,FORCE,sometimes,3,167.912,51.371,18.668,72,506,6,25,1,1,0,0,0,1,low_risk
woman,100,BWS,always,2,161.23,56.717,23.703,106,702,10,20,1,1,1,0,0,1,low_risk
man,125,FORCE,usually,1,168.683,77.766,45.857,99,402,2,24,1,1,1,0,1,1,high_risk
woman,125,famous,usually,3,158.706,38.549,27.945,100,814,7,22,1,0,0,0,0,1,low_risk
woman,100,Limi,sometimes,3,166.048,38.425,21.787,84,627,5,1,1,0,0,1,0,1,low_risk
woman,100,Many,seldom,3,163.133,51.594,19.809,55,927,8,10,1,0,0,0,0,1,low_risk
woman,125,Limi,seldom,3,163.083,52.98,20.183,120,884,1,28,1,0,0,1,0,1,low_risk
woman,50,GP,always,1,166.317,62.622,41.231,67,830,3,22,0,1,0,1,1,1,low_risk
woman,100,cygnus,usually,3,161.566,35.003,41.336,47,661,1,5,0,1,1,0,0,0,low_risk
woman,50,Swish,seldom,3,169.893,62.427,41.61,116,891,8,19,1,0,1,0,1,1,low_risk
woman,125,POG,seldom,2,162.557,62.881,34.272,74,881,7,3,1,1,0,0,0,0,low_risk
man,150,duke,seldom,2,186.616,68.327,27.1,110,434,4,7,1,0,0,0,1,1,low_risk
woman,125,JET,usually,2,152.411,44.452,21.741,64,105,1,24,1,1,0,1,1,1,low_risk
man,125,famous,seldom,2,179.315,72.651,20.489,112,794,1,18,1,1,0,0,0,1,medium_risk
man,125,Cuxi,usually,2,171.313,78.324,18.562,91,911,1,24,1,1,0,1,1,1,medium_risk
man,125,Fiddle,always,3,180.313,54.013,23.558,124,850,4,16,1,0,1,0,1,1,low_risk
man,150,BWS,sometimes,2,167.603,84.654,31.159,57,431,8,1,1,1,0,1,0,0,low_risk
